#Compound, index, wavelength, uv_intensity, s1_wavelength, s1_strength, reward,  deen, gap, mol_weight, logP, SA_score, TS depth,  wavelength_list, intensity_list, s1_wl_list, s1_strength_list ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1OCCCO1,380,190.22,0,452.21,0.0016,0.016781538,-1.999652632,4.5796113,102.089,0.5433,2.748888971,5,190.22,152.28,150.82,149.5,144.18,142.86,136.88,132.48,132.12,131.98,129.69,128.73,126.16,124.66,124.02,123.48,121.65,121.15,120.21,116.35,0,0,0.0936,0.029,0.0052,0.0246,0.0018,0.0306,0.0006,0.0078,0.0002,0.0087,0.0135,0.0723,0.0156,0.0009,0.0151,0.0105,0.1607,0.0045,452.21,262.65,247.3,214.13,190.93,165.48,163.33,154.25,148.03,146.28,142.96,138.62,136.86,135.01,134.05,132.87,128.93,127.84,126.82,126.59,0.0016,0.002,0.0753,0.0098,0.0388,0.0005,0.0071,0.0013,0.0048,0.0001,0.0112,0,0.0451,0.0016,0.092,0.0009,0.0211,0.0397,0.0058,0.0086, 
Nc1cc(F)ccc1OC(F)F,25,252.78,0.0674,274.15,0.076,0.170744455,-3.035742866,5.12464763,177.125,2.0093,2.024069927,2,252.78,209.99,188.25,182.89,176.8,173.6,157.58,154.72,152.7,149.44,149.05,147.82,146.47,145.62,144.15,141.75,141.38,139.25,135.92,135.39,0.0674,0.1353,0.1975,0.0013,0.5835,0.0001,0.0003,0.0011,0.2149,0.001,0,0.0211,0.0001,0.0007,0.0046,0.0001,0.1294,0.0005,0.0009,0,274.15,215.81,196.35,185.15,183.02,175.53,159.72,158.95,156.16,155.88,151.51,150.74,147.99,147.93,147.44,146.34,145.78,140.85,139.02,138.13,0.076,0.0516,0.2544,0.0014,0.475,0.0001,0.3151,0.0002,0.0013,0,0.0009,0.034,0.0945,0.0005,0.0003,0.0004,0.0177,0.0001,0,0.0001, 
Nc1n[nH]c(Cn2cccc2)n1,6473,223.96,0.0398,223.96,0.0398,0.140258869,-3.404824207,5.9891411,163.184,0.2367,2.915735408,5,223.96,220.48,210.36,204.73,191.74,184.41,183.99,177.41,175.6,172.2,169.7,167.26,165.34,162.29,160.97,160.9,158.31,157.01,154.79,150.03,0.0398,0.0004,0.0047,0.0084,0.0005,0.0638,0.1118,0.0002,0.0006,0.081,0.0007,0.1649,0.0007,0,0.0007,0.3511,0,0.0001,0.0114,0.0005,223.96,220.48,210.36,204.73,191.74,184.41,183.99,177.41,175.6,172.2,169.7,167.26,165.34,162.29,160.97,160.9,158.31,157.01,154.79,150.03,0.0398,0.0004,0.0047,0.0084,0.0005,0.0638,0.1118,0.0002,0.0006,0.081,0.0007,0.1649,0.0007,0,0.0007,0.3511,0,0.0001,0.0114,0.0005, 
N=C(N)C(F)(F)F,60,216.89,0.0026,1341.76,0.0005,0.164516751,-1.367080149,2.46205128,112.054,0.48467,2.794214356,2,216.89,179.61,153.71,144.91,141.51,137.24,130.65,127.33,126.85,126.71,125.79,120.72,119,118.89,118.28,115.95,114.41,111.52,111.22,110.53,0.0026,0.1514,0.0004,0.0011,0.1015,0.0116,0.0013,0.0109,0.0218,0.0043,0.0157,0.0682,0.0027,0.0002,0.0356,0.0742,0.0276,0.0717,0.0015,0.0837,1341.76,262.7,197.61,184.18,175.01,173.37,169.86,164.67,162.7,159.42,154.12,151.97,150.12,146.02,145.25,144.44,142.75,135.09,128.56,119.45,0.0005,0.0623,0.0603,0.0055,0.0525,0.0016,0.0581,0.0337,0.0143,0.0242,0.045,0.0013,0.0044,0.0336,0.006,0.0163,0.0409,0.075,0.0144,0.0491, 
C/C=C/c1cccc(F)c1,1399,251.58,0.133,271.39,0.1805,0.184761999,-3.306956509,4.73498611,136.169,2.8588,1.900562224,7,251.58,236.17,204.67,188.22,180.04,169.3,168.43,163.25,157.15,154.45,152.62,150.6,150.1,150.05,148.86,147.16,145.32,141.02,139.11,138.38,0.133,0.4031,0.1554,0.0821,0.3491,0,0.0398,0,0.0001,0.0317,0.0001,0,0.0005,0.3962,0,0.0011,0.0188,0.0002,0.0001,0.012,271.39,253.66,217.16,196.52,187.58,173.16,172.86,168.91,160.54,160.36,156.08,154.21,154.1,153.57,153.21,151.2,148.07,143.74,143.36,142.56,0.1805,0.3775,0.1599,0.0782,0.3164,0.0352,0,0,0.0549,0.0001,0.0002,0.0002,0,0.3641,0.0001,0.0188,0.0008,0.0004,0.0002,0.0115, 
O=c1c(=O)c2ccccc2o1,1902,465.75,0.0001,516.25,0.0001,0.119350972,-2.861311,3.83430201,148.117,0.7883,2.048645498,7,465.75,355.68,274.78,272.23,228.17,214.67,210,205.95,198.54,189.66,177.23,172.46,172.03,168.36,168.15,165.64,164.63,159.14,157.32,153.73,0.0001,0.0255,0.0002,0.1115,0.0004,0.1017,0.0004,0.0779,0.0001,0.1116,0.0002,0,0.3478,0.0002,0.3323,0.0138,0.0005,0.0937,0,0.0049,516.25,390.13,306,291.12,226.11,220.09,213,211.68,205.98,192.14,187.45,179.64,177.31,174.07,171.35,170.33,170.07,164.78,162.78,160.17,0.0001,0.0224,0.0001,0.1197,0.0004,0.06,0.1168,0.0002,0.0001,0.0525,0.0009,0.0001,0.2345,0.0004,0.0248,0.268,0.3485,0.001,0.0018,0.0002, 
Cn1c(=O)c2noc(C)c2[nH]c1=O,281,293.61,0.0003,406.22,0.0001,0.014831005,-3.354452466,4.3483178,181.151,-0.47678,2.916347882,6,293.61,293.17,243.14,236.13,217.61,204.88,196.06,194.35,191.29,189.67,186.46,174.89,174.25,171.35,167.94,167.7,166.59,162.72,160.56,158.69,0.0003,0.0792,0.051,0.0004,0.0076,0.0131,0,0.1484,0.0004,0.0001,0.1967,0.1444,0.0119,0.0004,0.0003,0.0713,0.0002,0.0022,0.0641,0.2176,406.22,317.05,281.49,264.56,228.75,221.69,214.15,207.74,201.51,199.41,190.63,189.5,186.66,186.37,184.25,179.61,177.85,174.68,173.02,171.96,0.0001,0.0712,0.0408,0.0001,0.0064,0.04,0.0002,0.0001,0.0003,0.1588,0.0028,0.0029,0.0384,0.0001,0.2089,0,0.0071,0.2797,0.0007,0.0007, 
COC(=O)c1ccccc1N,106,313.94,0.1215,363.74,0.0972,0.190816617,-3.416719255,3.91892822,151.165,1.0554,1.514177259,4,313.94,244.88,225.66,207.05,196.91,190.3,179.41,177.36,174.46,168.39,165.21,162.86,162.36,162.28,157.37,152.99,152.42,152.23,147.25,143.36,0.1215,0.0003,0.089,0.2272,0.0225,0.1226,0.3607,0,0,0,0.0011,0.3041,0.0024,0,0.0001,0,0.0886,0.0002,0.0956,0.0006,363.74,255.39,235.64,215.78,207.29,198.08,190.39,184.05,171.03,170.75,169.39,166.13,164.16,163.03,159.39,157.15,156.13,155.81,153.54,146.68,0.0972,0.0003,0.1189,0.1205,0.0131,0.0456,0.5195,0,0.0009,0.0003,0.0002,0.2826,0,0,0.0112,0.1067,0,0,0.0345,0.0006, 
CC(C)[C@H](N)C#N,503,204.28,0.0051,521.08,0.0002,0.02745332,-2.521679716,3.44518471,98.149,0.49328,3.636295888,6,204.28,188.76,159.79,158.05,150.3,148.76,147.07,138.99,138.14,133.67,130.73,130.24,129.33,127.7,126.64,124.94,124.28,123.39,121.9,120.89,0.0051,0.0125,0.0071,0.0001,0.0042,0.0008,0.023,0.0091,0.0114,0.0109,0.0071,0.0065,0.007,0.0294,0.0118,0.0206,0.0059,0.0087,0.0065,0.092,521.08,265.13,247.7,220.08,199.93,192.44,184.22,180.23,173.82,173.59,167.51,158.84,157.29,148.26,147.32,145.39,141.52,139.94,138.66,138.16,0.0002,0.0063,0.0017,0.0065,0.003,0.0144,0.0243,0.0386,0.0005,0.0015,0.0065,0.0023,0.0041,0.0098,0.0145,0.0035,0.0097,0.0163,0.0336,0.0121, 
NNC(=O)c1cn2ccccc2n1,70,295.55,0.0549,355.49,0.0489,0.165918136,-3.540030804,4.02314635,176.179,-0.0622,2.33641397,2,295.55,285.97,261.66,251.78,241.86,233.44,221.33,220.99,220.03,207.37,200.43,199.96,198.43,192.53,191.69,181.43,177.55,170.77,169.2,167.45,0.0549,0.0003,0.0018,0.0135,0.0114,0.0003,0.2408,0.0007,0,0.0603,0,0.5464,0.3567,0.002,0.0038,0.0206,0.0341,0.0001,0.1348,0.0001,355.49,298.05,295.47,265.45,256.71,241.35,240.35,233.39,230.57,212.32,207.51,205.91,203.93,196.18,195.34,184.22,181.47,181.35,178.91,173.63,0.0489,0.0012,0.0002,0.0012,0.0088,0.0004,0.0642,0.0001,0,0.8297,0.0059,0.0243,0.0002,0.1744,0,0.016,0.0608,0,0.1683,0.0001, 
N[C@H]1OC(=O)c2ccccc21,1244,286.08,0.0001,416.54,0.0001,0.011106862,-3.175285272,4.20627638,149.149,0.8143,2.954957998,4,286.08,248.63,234.6,231.65,213.48,211.09,207.97,195.54,181.79,177.35,176.32,172.55,165.73,157.76,156.89,155.59,152.77,150.98,148.39,147.73,0.0001,0.0002,0.01,0.0042,0.0098,0.0946,0.0471,0.0252,0.2806,0.0156,0.4602,0.0047,0.001,0.0274,0.0023,0.0008,0.0027,0.0062,0.1093,0.0074,416.54,279.69,275.14,262.24,247.51,233.47,228.89,215.09,196.96,187.48,186.06,181.09,175.75,170.39,167.16,165.94,163.45,158.93,158.34,157.8,0.0001,0.0094,0.0008,0.0552,0.0004,0.0292,0.1399,0.0244,0.0012,0.0267,0.2597,0.0009,0.3005,0.1164,0.0268,0.0086,0.0812,0.0194,0.0089,0.0032, 
Fc1ccccc1-c1cncnc1,542,320.02,0.0078,508.27,0,0.059979936,-3.633103081,3.55811036,174.178,2.2827,1.849070519,9,320.02,304.67,251.96,240.57,238.15,230.61,225.19,220.43,219.24,213.91,206.56,195.72,194.23,185.4,179.53,179.29,171.62,169.79,169.5,166.76,0.0078,0.006,0.159,0.0182,0.2763,0.0038,0.0349,0.0105,0.0005,0.0127,0.0472,0.0073,0.0176,0.1685,0.0063,0.0505,0.0463,0.1493,0.2755,0.0278,508.27,344.22,277.19,272.31,270.39,261.97,251.67,236.06,214.29,213.49,204.78,200.64,194.11,186.51,186.13,180.33,177.2,175.76,175.29,167.59,0,0.0044,0.5147,0.0013,0.0001,0.1415,0,0.002,0.032,0,0.0062,0.0355,0.1051,0.0677,0.0001,0.0002,0.0406,0.0029,0.0033,0.3308, 
N=c1[nH]c2ccc(F)cc2o1,10166,259.3,0.1313,290.61,0.1189,0.165202677,-2.835649979,4.74423785,152.128,1.37947,2.945715473,5,259.3,227.37,198.44,187.98,186.84,182.42,181.33,180.24,169.72,164.65,164.48,158.27,158.03,155.46,152.13,151.51,145.16,144.4,142.53,141.73,0.1313,0.0934,0.0019,0.2038,0.1943,0.0007,0.2166,0.0017,0,0.0082,0.3506,0.0008,0.1007,0.0793,0.0006,0.0001,0.0636,0.0002,0.0679,0.0003,290.61,237.46,222.9,205.07,195.37,192.64,188.73,180.04,170.12,168.49,168.43,162.83,155.59,155.44,154.69,153.95,152.66,149.79,146.12,145.33,0.1189,0.0801,0.0007,0.0804,0.1596,0.0014,0.0017,0.4051,0.0005,0.0112,0.2678,0.1028,0.0005,0.0004,0.1377,0,0.0168,0.0613,0.0006,0.0481, 
Fc1cccc2oc(Nc3ncccn3)cc12,1956,333.66,0.005,696.97,0.0005,0.059313978,-4.531342954,2.34449976,229.214,3.1055,2.547148736,9,333.66,297.22,288.48,267.99,255.64,253.79,234.75,231.66,218.36,206.6,200.97,200.62,198.87,193.43,193.18,190.67,189.2,185.45,180.65,175.64,0.005,0.0066,0.808,0.0002,0.0115,0.0014,0.0341,0.09,0.0368,0.0001,0.1127,0.0002,0.0703,0.0027,0.003,0,0.1009,0,0.2477,0.1152,696.97,359.86,354.85,314.34,270.06,269.89,255.07,247.98,235.3,230.65,226.87,207.79,206.9,202.82,200.38,194.5,190.17,188.61,184.38,182.76,0.0005,0.0335,0.4382,0.0066,0.0026,0.0429,0.2269,0.0908,0.0009,0.0179,0,0.0001,0.0063,0.0155,0.0581,0.3056,0,0.011,0.0025,0, 
Fc1cn2ccc(C(F)(F)F)cc2n1,1118,283.08,0.0907,346.38,0.0631,0.160488711,-3.191828259,4.06641184,204.126,2.4922,2.913755484,6,283.08,258.58,239.3,214.61,203.51,195.11,169.35,165.84,162.32,158.29,156.36,155.46,153.6,151.99,151.95,150.28,147.2,145.86,145.78,144.27,0.0907,0.0171,0.0017,0.2607,0.0019,0.6035,0.1168,0.0677,0.0061,0.0003,0.1813,0.003,0.002,0.0617,0.04,0.0322,0.0378,0.0001,0.0005,0.0082,346.38,275.41,273.19,223.17,214.71,198.43,182.49,180.48,172.93,170.85,164.25,162.3,161.18,159.31,158.98,152.39,151.84,149.21,148.66,147.64,0.0631,0.0008,0.0109,0.4587,0.0025,0.2352,0.1204,0.0924,0.0039,0.0005,0.1146,0.0062,0.0029,0.1016,0.0063,0.0415,0.0123,0.0584,0.0497,0.0155, 
Fc1c(/C=C/c2ccccc2)oc2ccc(F)cc12,1911,337.62,1.2349,385.78,1.2597,0.211408083,-5.438017552,3.11130574,256.251,4.8814,2.311916076,6,337.62,290.16,272.8,264.91,247.41,241.12,228,215.76,211.69,202.72,198.42,197.84,193.9,191.7,189.93,188.84,183,181.98,179.55,177.77,1.2349,0.0545,0.0031,0.0009,0.0478,0.0873,0.0003,0.0023,0.0383,0.0001,0.0272,0.0085,0.1054,0.1054,0.0001,0.0012,0.0322,0,0.0551,0.0338,385.78,310.26,289.68,285.13,261.6,253.34,237.33,228.87,212.99,208.6,202.29,201.28,201.01,195.97,195.47,195.43,192.13,182.47,179.87,179.65,1.2597,0.0715,0.0044,0.0001,0.0339,0.0912,0.0001,0.0017,0.0351,0.0493,0.0002,0.0001,0.0205,0.0848,0.0012,0.0044,0,0.0359,0.0682,0.0005, 
N#Cc1ccc2oc(C(F)F)nc2c1,1167,256.5,0.0442,309.7,0.079,0.158333066,-3.315831894,4.52981517,194.14,2.63708,2.662430882,9,256.5,234.99,231.74,210.3,206.04,204.28,190.13,182.98,180.81,180.4,179.93,175.97,174.45,174.09,172.46,167.55,165.38,162.12,161.8,161.21,0.0442,0.0036,0.0416,0.1839,0.7671,0.0002,0,0,0.0615,0.1433,0,0,0.001,0.0699,0.0093,0.0057,0.0224,0.0677,0.0001,0.057,309.7,254.78,244.97,223.98,221.8,206.87,198.94,198.46,198.05,192.9,191.43,190.02,188.64,185.85,183.04,182.77,179.64,179.19,173.77,171.25,0.079,0.0714,0.004,0.5237,0.2842,0,0.0001,0.0169,0,0.0002,0.0004,0.0003,0.1485,0,0.0003,0.0659,0.0734,0.0001,0.0326,0.0087, 
O=c1onc(N)nc1-c1cccnc1,1600,483.32,0.0009,646.41,0.0003,0.147972232,-3.457613123,2.85824344,190.162,0.074,2.569829047,6,483.32,404.89,384.04,300.56,273.79,267.23,264.61,247.55,247.52,237.59,230.54,225.74,225.63,219.01,215.98,209.06,202.77,202.4,199.29,192.74,0.0009,0.0461,0.0003,0.1649,0.163,0.0079,0.0001,0.0004,0.005,0.003,0.0006,0.0021,0.0326,0,0.0008,0.0775,0.0002,0.0002,0.0063,0.0549,646.41,466.67,452.37,325.95,293.74,290.45,288.06,283.03,262.36,237.88,236.36,236.25,232.83,217.63,214.04,212.53,210.91,206.11,202.77,197.82,0.0003,0.0009,0.0537,0.1767,0.157,0.0053,0.0012,0.0002,0.0009,0.0001,0.0356,0.0001,0.009,0.0003,0,0.0005,0,0.0645,0.0113,0.0565, 
Fc1cc2oc(C3CC3)nc2cc1O,635,264.28,0.2163,299.49,0.2403,0.183979126,-3.852801855,4.53199205,193.177,2.5499,2.517529106,7,264.28,228.26,217.44,210.8,190.88,186.42,184.96,183.83,178.71,171.52,169.72,169.27,165.83,165.54,161.12,158.45,157.58,156.81,154.45,152.07,0.2163,0.1927,0.002,0.0435,0.4718,0.0004,0.0512,0.3116,0.0001,0.0047,0.1102,0.0006,0.0085,0.0006,0.1025,0.0004,0.0504,0.0006,0.0001,0.0234,299.49,245.74,225.72,225.28,200.33,195.45,194.81,187.88,187.23,176.51,176.05,174.45,171.33,168.72,166.32,165.13,164.39,161.87,160.54,159.85,0.2403,0.2197,0.0025,0.04,0.4122,0.0004,0.147,0.0001,0.176,0.1973,0.0053,0,0.0013,0.0002,0.0002,0.001,0.097,0.0072,0.0007,0.054, 
N=C1NC(=O)N(c2ccc(O)cc2)C1=O,1520,380.23,0.0364,593.94,0.0486,0.185548554,-3.898545408,2.53035089,205.173,0.42567,2.583297472,5,380.23,312.52,284.45,269.04,242.91,238.84,235.17,225.7,217.31,189.7,186.29,185.66,184.28,183.84,182.97,180.02,179.2,177.72,175.69,175.59,0.0364,0.0002,0.0003,0.0014,0.0205,0.2006,0.0017,0.3148,0.0862,0,0,0.0005,0.1101,0.0001,0.0592,0,0.1582,0.028,0.0005,0.082,593.94,355.44,352.45,313.34,279.18,265.08,260.13,250.87,243.56,216.69,201.09,196.68,190.49,190,187.58,186.83,183.04,180.51,176.69,176.54,0.0486,0.0004,0.0001,0.001,0.08,0.0024,0.2112,0.041,0.3046,0.0005,0.037,0,0.0055,0,0.0996,0,0.0455,0.0006,0.1196,0.0001, 
C=C1c2cc(C(=O)O)cc(OC)c2OC1,612,307.18,0.0419,338.68,0.0584,0.16220151,-4.375929021,4.20627638,206.197,1.799,2.637928991,5,307.18,279.78,259.16,256.37,243.98,224.44,198.7,192.9,190.57,189.16,187.8,186.91,181.53,179.92,179.75,173.8,170.18,166.98,166.54,164.68,0.0419,0.0875,0.1708,0.0002,0.401,0,0.0396,0.0474,0.1889,0.0009,0.0008,0.0039,0.0928,0.2,0.0002,0.0002,0.0159,0.0692,0.0004,0.0001,338.68,289.89,266.47,257.02,254.88,237.92,207.54,202.5,200.23,196.21,192.82,191.15,184.62,182.32,181.76,181.03,174.43,172.06,170.18,168.89,0.0584,0.0665,0.1901,0.0003,0.4061,0,0.0303,0.0011,0.0176,0.0002,0.0739,0.1275,0.2667,0.0001,0.009,0.0003,0.0212,0.0001,0.19,0, 
CCc1[nH]ncc1C(=O)O,467,252.62,0.0035,359.24,0.0001,0.033149329,-2.89940676,4.96900071,140.142,0.6703,2.594382187,5,252.62,210.3,203.82,199.18,192.49,183.7,182.07,175.26,163.26,162.12,157.36,157.14,153.4,149.13,148.04,145.37,144.04,142.6,140.83,140.38,0.0035,0.1105,0.0112,0.0856,0.0112,0.0183,0.0582,0.1244,0.1027,0.0207,0.0006,0.0058,0.0836,0.013,0.0196,0.0141,0.0067,0.0134,0.0009,0.0497,359.24,228.62,226.52,221.8,218.88,209.94,196.61,185.41,183.14,170.2,165.18,163.57,159.08,157.77,156.54,154.5,153.31,151.11,147.16,146.6,0.0001,0.2472,0.0318,0.0109,0.0037,0.0812,0.0773,0.0028,0.0167,0.1155,0.0656,0.095,0.0037,0.0211,0.0018,0.0065,0.0062,0.002,0.008,0.0234, 
